ARTIKELNAME;Handelssprache;Lokaler Artikelname;Lieferantenartikelnummer;Lieferanten Firmenname;LIEFERANTENNUMMER;Bruttokaufpreis;Zu- und Abschläge Bezeichnung 1;Zu- und Abschläge Preisart 1;Zu- und Abschläge Wert 1;Zu- und Abschläge Bezeichnung 2;Zu- und Abschläge Preisart 2;Zu- und Abschläge Wert 2;Währung;Artikel-Mengeneinheit;Matchcode;Artikel aktiv;Preis-Eintritt;Warengruppen-Name;Warengruppen Beschreibung;Steuersatz;Zugehörigen Verkaufsartikel erstellen oder aktualisieren;Verkaufsartikel-Nummer;Bruttopreis des zugehörigen Verkaufsartikels;Verkaufsartikel-Währung;Vertriebsweg;Vertriebsweg-Steuersatz;Kurztext 1;Handelssprache;Lokalisierte Kurztext 1;Kurztext 2;Handelssprache;Lokalisierte Kurztext 2;Artikelbeschreibung;Handelssprache;Lokalisierte Artikelbeschreibung;Interner Hinweis;Handelssprache;Lokalisierter interner Hinweis;Artikel-Langbeschreibung;Handelssprache;Lokalisierte Lange Artikelbeschreibung;EAN-Nummer;MPN-Nummer;Artikeltyp;Serienartikel;Hersteller;Bruttogewicht;Nettogewicht;Zolltarifnummer;Länge Artikel;Breite Artikel;Höhe Artikel;Herstellertyp;Einführungsdatum;Sicherheitstage;Mindestlagerbestand;Zielbestand;Wiederbeschaffungstage;Durchschnittliche Lieferzeit;Mindestbestellmenge;Gebindemenge;Lieferantenbestand;Dropshipping möglich;In Dropshipping-Automatisierung ignorieren;Kostenstelle Verkauf;Kostenstelle Einkauf;Kostenart;Primäre Bezugsquelle
Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet moosgrau (RAL 7003) 10 mm Blister 2 Stück;;;12270038104;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1770;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet moosgrau (RAL 7003) 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270038111;Dural GmbH;10000;20,98;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1780;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet moosgrau (RAL 7003) 11 mm Blister 2 Stück;;;12270038112;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1790;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet moosgrau (RAL 7003) 11 mm Blister 2 Stück;;;12270038114;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1800;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet beigegrau (RAL 7006) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270068081;Dural GmbH;10000;17,86;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1810;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet beigegrau (RAL 7006) 8 mm Blister 2 Stück;;;12270068082;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1820;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet beigegrau (RAL 7006) 8 mm Blister 2 Stück;;;12270068084;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1830;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet beigegrau (RAL 7006) 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270068101;Dural GmbH;10000;19,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1840;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet beigegrau (RAL 7006) 10 mm Blister 2 Stück;;;12270068102;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1850;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet beigegrau (RAL 7006) 10 mm Blister 2 Stück;;;12270068104;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1860;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet beigegrau (RAL 7006) 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270068111;Dural GmbH;10000;20,98;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1870;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet beigegrau (RAL 7006) 11 mm Blister 2 Stück;;;12270068112;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1880;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet beigegrau (RAL 7006) 11 mm Blister 2 Stück;;;12270068114;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1890;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet eisengrau matt (RAL 7011) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270118081;Dural GmbH;10000;14,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1900;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet eisengrau matt (RAL 7011) 8 mm Blister 2 Stück;;;12270118082;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1910;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet eisengrau matt (RAL 7011) 8 mm Blister 2 Stück;;;12270118084;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1920;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet eisengrau matt (RAL 7011) 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270118101;Dural GmbH;10000;15,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1930;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet eisengrau matt (RAL 7011) 10 mm Blister 2 Stück;;;12270118102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1940;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet eisengrau matt (RAL 7011) 10 mm Blister 2 Stück;;;12270118104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1950;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet eisengrau matt (RAL 7011) 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270118111;Dural GmbH;10000;16,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1960;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet eisengrau matt (RAL 7011) 11 mm Blister 2 Stück;;;12270118112;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1970;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet eisengrau matt (RAL 7011) 11 mm Blister 2 Stück;;;12270118114;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1980;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet basaltgrau matt (RAL 7012) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270128081;Dural GmbH;10000;14,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.1990;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet basaltgrau matt (RAL 7012) 8 mm Blister 2 Stück;;;12270128082;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2000;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet basaltgrau matt (RAL 7012) 8 mm Blister 2 Stück;;;12270128084;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2010;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet basaltgrau matt (RAL 7012) 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270128101;Dural GmbH;10000;15,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2020;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet basaltgrau matt (RAL 7012) 10 mm Blister 2 Stück;;;12270128102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2030;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet basaltgrau matt (RAL 7012) 10 mm Blister 2 Stück;;;12270128104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2040;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet basaltgrau matt (RAL 7012) 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270128111;Dural GmbH;10000;16,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2050;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet basaltgrau matt (RAL 7012) 11 mm Blister 2 Stück;;;12270128112;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2060;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet basaltgrau matt (RAL 7012) 11 mm Blister 2 Stück;;;12270128114;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2070;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270138081;Dural GmbH;10000;17,86;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2080;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 8 mm Blister 2 Stück;;;12270138082;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2090;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 8 mm Blister 2 Stück;;;12270138084;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2100;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270138101;Dural GmbH;10000;19,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2110;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 10 mm Blister 2 Stück;;;12270138102;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2120;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 10 mm Blister 2 Stück;;;12270138104;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2130;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270138111;Dural GmbH;10000;20,98;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2140;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 11 mm Blister 2 Stück;;;12270138112;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2150;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 11 mm Blister 2 Stück;;;12270138114;Dural GmbH;10000;8,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2160;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270168081;Dural GmbH;10000;14,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2170;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 8 mm Blister 2 Stück;;;12270168082;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2180;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 8 mm Blister 2 Stück;;;12270168084;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2190;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270168101;Dural GmbH;10000;15,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2200;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 10 mm Blister 2 Stück;;;12270168102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2210;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 10 mm Blister 2 Stück;;;12270168104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2220;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270168111;Dural GmbH;10000;16,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2230;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 11 mm Blister 2 Stück;;;12270168112;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2240;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 11 mm Blister 2 Stück;;;12270168114;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2250;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270218081;Dural GmbH;10000;14,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2260;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 8 mm Blister 2 Stück;;;12270218082;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2270;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 8 mm Blister 2 Stück;;;12270218084;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2280;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270218101;Dural GmbH;10000;15,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2290;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 10 mm Blister 2 Stück;;;12270218102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2300;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 10 mm Blister 2 Stück;;;12270218104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2310;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270218111;Dural GmbH;10000;16,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2320;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 11 mm Blister 2 Stück;;;12270218112;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2330;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 11 mm Blister 2 Stück;;;12270218114;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2340;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270378081;Dural GmbH;10000;14,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2350;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 8 mm Blister 2 Stück;;;12270378082;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2360;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 8 mm Blister 2 Stück;;;12270378084;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2370;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270378101;Dural GmbH;10000;15,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2380;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 10 mm Blister 2 Stück;;;12270378102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2390;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 10 mm Blister 2 Stück;;;12270378104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2400;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270378111;Dural GmbH;10000;16,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2410;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 11 mm Blister 2 Stück;;;12270378112;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2420;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 11 mm Blister 2 Stück;;;12270378114;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2430;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;12270388081;Dural GmbH;10000;14,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2440;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) 8 mm Blister 2 Stück;;;12270388082;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.040.2450;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
