ARTIKELNAME;Handelssprache;Lokaler Artikelname;Lieferantenartikelnummer;Lieferanten Firmenname;LIEFERANTENNUMMER;Bruttokaufpreis;Zu- und Abschläge Bezeichnung 1;Zu- und Abschläge Preisart 1;Zu- und Abschläge Wert 1;Zu- und Abschläge Bezeichnung 2;Zu- und Abschläge Preisart 2;Zu- und Abschläge Wert 2;Währung;Artikel-Mengeneinheit;Matchcode;Artikel aktiv;Preis-Eintritt;Warengruppen-Name;Warengruppen Beschreibung;Steuersatz;Zugehörigen Verkaufsartikel erstellen oder aktualisieren;Verkaufsartikel-Nummer;Bruttopreis des zugehörigen Verkaufsartikels;Verkaufsartikel-Währung;Vertriebsweg;Vertriebsweg-Steuersatz;Kurztext 1;Handelssprache;Lokalisierte Kurztext 1;Kurztext 2;Handelssprache;Lokalisierte Kurztext 2;Artikelbeschreibung;Handelssprache;Lokalisierte Artikelbeschreibung;Interner Hinweis;Handelssprache;Lokalisierter interner Hinweis;Artikel-Langbeschreibung;Handelssprache;Lokalisierte Lange Artikelbeschreibung;EAN-Nummer;MPN-Nummer;Artikeltyp;Serienartikel;Hersteller;Bruttogewicht;Nettogewicht;Zolltarifnummer;Länge Artikel;Breite Artikel;Höhe Artikel;Herstellertyp;Einführungsdatum;Sicherheitstage;Mindestlagerbestand;Zielbestand;Wiederbeschaffungstage;Durchschnittliche Lieferzeit;Mindestbestellmenge;Gebindemenge;Lieferantenbestand;Dropshipping möglich;In Dropshipping-Automatisierung ignorieren;Kostenstelle Verkauf;Kostenstelle Einkauf;Kostenart;Primäre Bezugsquelle
Endkappe links für Treppenprofil Aluminium eloxiert gebürstet silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181301XKL;Dural GmbH;10000;14,58;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0230;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert gebürstet silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181301XKR;Dural GmbH;10000;14,58;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0240;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert gebürstet silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;14118131X;Dural GmbH;10000;20,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0250;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil mit Auftrittskante Aluminium eloxiert silber 13,5 mm Breite 36 mm Länge 250 cm für Fliesenstufen;;;141181351;Dural GmbH;10000;17,12;;;;;;;;;;;;;;;;040.010.0390;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Metalldruckguss eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181352;Dural GmbH;10000;5,44;;;;;;;;;;;;;;;;040.010.0400;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Metalldruckguss eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181353;Dural GmbH;10000;5,44;;;;;;;;;;;;;;;;040.010.0410;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Metalldruckguss eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181354;Dural GmbH;10000;5,44;;;;;;;;;;;;;;;;040.010.0420;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Metalldruckguss eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181355;Dural GmbH;10000;5,44;;;;;;;;;;;;;;;;040.010.0430;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Arbeitsplatten-Abschlussprofil Aluminium eloxiert silber 11 mm Länge 300 cm für Küchen- und Arbeitsplattenbereiche;;;141182100;Dural GmbH;10000;30,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0260;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Arbeitsplatten-Abschlussprofil Aluminium eloxiert gebürstet silber 11 mm Länge 300 cm für Küchen- und Arbeitsplattenbereiche;;;14118210030;Dural GmbH;10000;37,16;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0270;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil Holzoptik Aluminium, Holz glatt eiche 13,5 mm Länge 250 cm für Fliesenstufen;;;141201250P;Dural GmbH;10000;54,44;;;;;;;;;;;;;;;;040.010.0440;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil Holzoptik Aluminium, Holz glatt eiche 13,5 mm Länge 250 cm für Fliesenstufen;;;141201250T;Dural GmbH;10000;54,44;;;;;;;;;;;;;;;;040.010.0450;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;141211110;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0460;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;141211112;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0470;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;141211114;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0480;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;1412111141;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0490;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert silber 9 mm Breite 39 mm Länge 300 cm für Fliesenstufen;;;141211209;Dural GmbH;10000;11,06;;;;;;;;;;;;;;;;040.010.0500;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert silber 11 mm Breite 39 mm Länge 300 cm für Fliesenstufen;;;141211211;Dural GmbH;10000;12,46;;;;;;;;;;;;;;;;040.010.0510;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;141211212;Dural GmbH;10000;8,96;;;;;;;;;;;;;;;;040.010.0520;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert silber 13,5 mm Breite 39 mm Länge 300 cm für Fliesenstufen;;;141211213;Dural GmbH;10000;13,8;;;;;;;;;;;;;;;;040.010.0530;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;141211214;Dural GmbH;10000;8,96;;;;;;;;;;;;;;;;040.010.0540;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;141211215;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0550;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;1412112151;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0560;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert silber 9 mm Breite 39 mm Länge 250 cm für Fliesenstufen;;;141211809;Dural GmbH;10000;11,06;;;;;;;;;;;;;;;;040.010.0570;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert silber 11 mm Breite 39 mm Länge 250 cm für Fliesenstufen;;;141211811;Dural GmbH;10000;12,46;;;;;;;;;;;;;;;;040.010.0580;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert silber 13,5 mm Breite 39 mm Länge 250 cm für Fliesenstufen;;;141211813;Dural GmbH;10000;13,8;;;;;;;;;;;;;;;;040.010.0590;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141211814;Dural GmbH;10000;9,66;;;;;;;;;;;;;;;;040.010.0600;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141211815;Dural GmbH;10000;9,66;;;;;;;;;;;;;;;;040.010.0610;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141211816;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0620;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;1412118161;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0630;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 22 mm Blister 2 Stück für Fliesenstufen;;;141216111;Dural GmbH;10000;9,68;;;;;;;;;;;;;;;;040.010.0640;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 22 mm Blister 2 Stück für Fliesenstufen;;;141216112;Dural GmbH;10000;9,68;;;;;;;;;;;;;;;;040.010.0650;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 22 mm Blister 2 Stück für Fliesenstufen;;;141216113;Dural GmbH;10000;9,68;;;;;;;;;;;;;;;;040.010.0660;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 22 mm Blister 2 Stück für Fliesenstufen;;;141216114;Dural GmbH;10000;9,68;;;;;;;;;;;;;;;;040.010.0670;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert titan 9 mm Breite 39 mm Länge 250 cm für Fliesenstufen;;;141216809;Dural GmbH;10000;12,46;;;;;;;;;;;;;;;;040.010.0680;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert titan 11 mm Breite 39 mm Länge 250 cm für Fliesenstufen;;;141216811;Dural GmbH;10000;13,8;;;;;;;;;;;;;;;;040.010.0690;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert titan 11 mm Blister 2 Stück für Fliesenstufen;;;141216812;Dural GmbH;10000;9,32;;;;;;;;;;;;;;;;040.010.0700;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert titan 13,5 mm Breite 39 mm Länge 250 cm für Fliesenstufen;;;141216813;Dural GmbH;10000;15,2;;;;;;;;;;;;;;;;040.010.0710;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert titan 9 mm Blister 2 Stück für Fliesenstufen;;;141216814;Dural GmbH;10000;8,62;;;;;;;;;;;;;;;;040.010.0720;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium eloxiert titan 9 mm Blister 2 Stück für Fliesenstufen;;;141216815;Dural GmbH;10000;8,62;;;;;;;;;;;;;;;;040.010.0730;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium eloxiert titan 9 mm Blister 2 Stück für Fliesenstufen;;;141216816;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0740;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert titan 9 mm Blister 2 Stück für Fliesenstufen;;;1412168161;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0750;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium eloxiert titan 11 mm Blister 2 Stück für Fliesenstufen;;;141216817;Dural GmbH;10000;9,32;;;;;;;;;;;;;;;;040.010.0760;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium eloxiert titan 11 mm Blister 2 Stück für Fliesenstufen;;;141216818;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0770;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert titan 11 mm Blister 2 Stück für Fliesenstufen;;;1412168181;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0780;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert titan 13,5 mm Blister 2 Stück für Fliesenstufen;;;141216819;Dural GmbH;10000;10,04;;;;;;;;;;;;;;;;040.010.0790;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium eloxiert titan 13,5 mm Blister 2 Stück für Fliesenstufen;;;141216820;Dural GmbH;10000;10,04;;;;;;;;;;;;;;;;040.010.0800;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium eloxiert titan 13,5 mm Blister 2 Stück für Fliesenstufen;;;141216821;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0810;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert titan 13,5 mm Blister 2 Stück für Fliesenstufen;;;1412168211;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0820;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 22 mm Breite 39 mm Länge 250 cm für Fliesenstufen;;;141216822;Dural GmbH;10000;18,44;;;;;;;;;;;;;;;;040.010.0830;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 9 mm Blister 2 Stück für Fliesenstufen;;;141217091;Dural GmbH;10000;8,62;;;;;;;;;;;;;;;;040.010.0840;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 9 mm Blister 2 Stück für Fliesenstufen;;;141217092;Dural GmbH;10000;8,62;;;;;;;;;;;;;;;;040.010.0850;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 9 mm Blister 2 Stück für Fliesenstufen;;;141217093;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0860;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 9 mm Blister 2 Stück für Fliesenstufen;;;141217094;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0870;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 11 mm Blister 2 Stück für Fliesenstufen;;;141217111;Dural GmbH;10000;9,32;;;;;;;;;;;;;;;;040.010.0880;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 11 mm Blister 2 Stück für Fliesenstufen;;;141217112;Dural GmbH;10000;9,32;;;;;;;;;;;;;;;;040.010.0890;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 11 mm Blister 2 Stück für Fliesenstufen;;;141217113;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0900;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 11 mm Blister 2 Stück für Fliesenstufen;;;141217114;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0910;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 13,5 mm Blister 2 Stück;;;141217131;Dural GmbH;10000;10,04;;;;;;;;;;;;;;;;040.010.0920;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 13,5 mm Blister 2 Stück;;;141217132;Dural GmbH;10000;10,04;;;;;;;;;;;;;;;;040.010.0930;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 13,5 mm Blister 2 Stück;;;141217133;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0940;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 13,5 mm Blister 2 Stück;;;141217134;Dural GmbH;10000;8,28;;;;;;;;;;;;;;;;040.010.0950;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 9 mm, Breite 39 mm, Länge 250 cm für geflieste Treppenstufen und Belagskanten;;;141217809;Dural GmbH;10000;12,46;;;;;;;;;;;;;;;;040.010.0960;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 11 mm, Breite 39 mm, Länge 250 cm für geflieste Treppenstufen und Belagskanten;;;141217811;Dural GmbH;10000;13,8;;;;;;;;;;;;;;;;040.010.0970;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 13,5 mm, Breite 39 mm, Länge 250 cm für geflieste Treppenstufen und Belagskanten;;;141217813;Dural GmbH;10000;15,2;;;;;;;;;;;;;;;;040.010.0980;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert silber 22 mm Blister 2 Stück;;;141222111;Dural GmbH;10000;9,36;;;;;;;;;;;;;;;;040.010.0990;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium eloxiert silber 22 mm Blister 2 Stück;;;141222112;Dural GmbH;10000;9,36;;;;;;;;;;;;;;;;040.010.1000;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium eloxiert silber 22 mm Blister 2 Stück;;;141222113;Dural GmbH;10000;9,36;;;;;;;;;;;;;;;;040.010.1010;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert silber 22 mm Blister 2 Stück;;;141222114;Dural GmbH;10000;9,36;;;;;;;;;;;;;;;;040.010.1020;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil Aluminium eloxiert silber 22 mm, Breite 39 mm, Länge 250 cm für geflieste Treppenstufen und Belagskanten;;;141222811;Dural GmbH;10000;16,92;;;;;;;;;;;;;;;;040.010.1030;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil Aluminium eloxiert titan 11 mm, Breite 34 mm, Länge 300 cm für geflieste Treppenstufen und Belagskanten;;;141621101;Dural GmbH;10000;16,94;;;;;;;;;;;;;;;;040.010.1040;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil Aluminium eloxiert titan 9 mm, Breite 32 mm, Länge 250 cm für geflieste Treppenstufen und Belagskanten;;;141680901;Dural GmbH;10000;16,22;;;;;;;;;;;;;;;;040.010.1050;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Metall-Druckguss eloxiert titan 9 mm Blister 2 Stück;;;141680902;Dural GmbH;10000;5,56;;;;;;;;;;;;;;;;040.010.1060;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Metall-Druckguss eloxiert titan 9 mm Blister 2 Stück;;;141680903;Dural GmbH;10000;5,56;;;;;;;;;;;;;;;;040.010.1070;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Metall-Druckguss eloxiert titan 9 mm Blister 2 Stück;;;141680904;Dural GmbH;10000;5,56;;;;;;;;;;;;;;;;040.010.1080;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Metall-Druckguss eloxiert titan 9 mm Blister 2 Stück;;;141680905;Dural GmbH;10000;5,56;;;;;;;;;;;;;;;;040.010.1090;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Arbeitsplattenprofil Aluminium eloxiert titan 11 mm, Länge 250 cm für Arbeitsplatten, Küchenbereiche und geflieste Belagskanten;;;141681100;Dural GmbH;10000;31,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0280;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil Aluminium eloxiert titan 11 mm, Breite 34 mm, Länge 250 cm für geflieste Treppenstufen und Belagskanten;;;141681101;Dural GmbH;10000;16,94;;;;;;;;;;;;;;;;040.010.1100;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Arbeitsplattenprofil Metall-Druckguss eloxiert titan 11 mm Blister 2 Stück;;;141681101X;Dural GmbH;10000;16,82;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0290;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Arbeitsplattenprofil Metall-Druckguss eloxiert titan 11 mm Blister 2 Stück;;;141681101XI;Dural GmbH;10000;16,82;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0300;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Arbeitsplattenprofil Metall-Druckguss eloxiert titan 11 mm Blister 2 Stück;;;141681101XKL;Dural GmbH;10000;11,8;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0310;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Arbeitsplattenprofil Metall-Druckguss eloxiert titan 11 mm Blister 2 Stück;;;141681101XKR;Dural GmbH;10000;11,8;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0320;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Metall-Druckguss eloxiert titan 11 mm Blister 2 Stück;;;141681102;Dural GmbH;10000;5,56;;;;;;;;;;;;;;;;040.010.1110;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Arbeitsplattenprofil Aluminium eloxiert, gebürstet titan 11 mm Blister 2 Stück;;;141681102X;Dural GmbH;10000;21,8;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0330;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Arbeitsplattenprofil Aluminium eloxiert, gebürstet titan 11 mm Blister 2 Stück;;;141681102XI;Dural GmbH;10000;21,8;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.120.0340;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
