ARTIKELNAME;Handelssprache;Lokaler Artikelname;Lieferantenartikelnummer;Lieferanten Firmenname;LIEFERANTENNUMMER;Bruttokaufpreis;Zu- und Abschläge Bezeichnung 1;Zu- und Abschläge Preisart 1;Zu- und Abschläge Wert 1;Zu- und Abschläge Bezeichnung 2;Zu- und Abschläge Preisart 2;Zu- und Abschläge Wert 2;Währung;Artikel-Mengeneinheit;Matchcode;Artikel aktiv;Preis-Eintritt;Warengruppen-Name;Warengruppen Beschreibung;Steuersatz;Zugehörigen Verkaufsartikel erstellen oder aktualisieren;Verkaufsartikel-Nummer;Bruttopreis des zugehörigen Verkaufsartikels;Verkaufsartikel-Währung;Vertriebsweg;Vertriebsweg-Steuersatz;Kurztext 1;Handelssprache;Lokalisierte Kurztext 1;Kurztext 2;Handelssprache;Lokalisierte Kurztext 2;Artikelbeschreibung;Handelssprache;Lokalisierte Artikelbeschreibung;Interner Hinweis;Handelssprache;Lokalisierter interner Hinweis;Artikel-Langbeschreibung;Handelssprache;Lokalisierte Lange Artikelbeschreibung;EAN-Nummer;MPN-Nummer;Artikeltyp;Serienartikel;Hersteller;Bruttogewicht;Nettogewicht;Zolltarifnummer;Länge Artikel;Breite Artikel;Höhe Artikel;Herstellertyp;Einführungsdatum;Sicherheitstage;Mindestlagerbestand;Zielbestand;Wiederbeschaffungstage;Durchschnittliche Lieferzeit;Mindestbestellmenge;Gebindemenge;Lieferantenbestand;Dropshipping möglich;In Dropshipping-Automatisierung ignorieren;Kostenstelle Verkauf;Kostenstelle Einkauf;Kostenart;Primäre Bezugsquelle
Aussenecke für Winkelabschlussprofil strukturbeschichtet beigegrau (RAL 7006) 10 mm;;;970068104;Dural GmbH;10000;9,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACS 100-7006-Y, 2;;15.07.2026;;;;;020.020.4000;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium strukturbeschichtet beigegrau (RAL 7006) 11 mm Länge 250 cm;;;970068111;Dural GmbH;10000;11,44;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACS 110-7006, 250;;15.07.2026;;;;;020.020.4010;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil strukturbeschichtet beigegrau (RAL 7006) 11 mm;;;970068114;Dural GmbH;10000;9,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACS 110-7006-Y, 2;;15.07.2026;;;;;020.020.4020;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium strukturbeschichtet beigegrau (RAL 7006) 12,5 mm Länge 250 cm;;;970068121;Dural GmbH;10000;12,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACS 125-7006, 250;;15.07.2026;;;;;020.020.4030;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil strukturbeschichtet beigegrau (RAL 7006) 12,5 mm;;;970068124;Dural GmbH;10000;9,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACS 125-7006-Y, 2;;15.07.2026;;;;;020.020.4040;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet eisengrau matt (RAL 7011) 6 mm Länge 250 cm;;;970118061;Dural GmbH;10000;8,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 60-7011, 250;;15.07.2026;;;;;020.020.4050;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet eisengrau matt (RAL 7011) 6 mm;;;970118064;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 60-7011-Y, 2;;15.07.2026;;;;;020.020.4060;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet eisengrau matt (RAL 7011) 8 mm Länge 250 cm;;;970118081;Dural GmbH;10000;8,72;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 80-7011, 250;;15.07.2026;;;;;020.020.4070;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet eisengrau matt (RAL 7011) 8 mm;;;970118084;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 80-7011-Y, 2;;15.07.2026;;;;;020.020.4080;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet eisengrau matt (RAL 7011) 10 mm Länge 250 cm;;;970118101;Dural GmbH;10000;9,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 100-7011, 250;;15.07.2026;;;;;020.020.4090;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet eisengrau matt (RAL 7011) 10 mm;;;970118104;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 100-7011-Y, 2;;15.07.2026;;;;;020.020.4100;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet eisengrau matt (RAL 7011) 11 mm Länge 250 cm;;;970118111;Dural GmbH;10000;9,54;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 110-7011, 250;;15.07.2026;;;;;020.020.4110;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet eisengrau matt (RAL 7011) 11 mm;;;970118114;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 110-7011-Y, 2;;15.07.2026;;;;;020.020.4120;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet eisengrau matt (RAL 7011) 12,5 mm Länge 250 cm;;;970118121;Dural GmbH;10000;10,08;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 125-7011, 250;;15.07.2026;;;;;020.020.4130;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet eisengrau matt (RAL 7011) 12,5 mm;;;970118124;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 125-7011-Y, 2;;15.07.2026;;;;;020.020.4140;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet basaltgrau matt (RAL 7012) 6 mm Länge 250 cm;;;970128061;Dural GmbH;10000;8,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 60-7012, 250;;15.07.2026;;;;;020.020.4150;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet basaltgrau matt (RAL 7012) 6 mm;;;970128064;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 60-7012-Y, 2;;15.07.2026;;;;;020.020.4160;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet basaltgrau matt (RAL 7012) 8 mm Länge 250 cm;;;970128081;Dural GmbH;10000;8,72;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 80-7012, 250;;15.07.2026;;;;;020.020.4170;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet basaltgrau matt (RAL 7012) 8 mm;;;970128084;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 80-7012-Y, 2;;15.07.2026;;;;;020.020.4180;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet basaltgrau matt (RAL 7012) 10 mm Länge 250 cm;;;970128101;Dural GmbH;10000;9,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 100-7012, 250;;15.07.2026;;;;;020.020.4190;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet basaltgrau matt (RAL 7012) 10 mm;;;970128104;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 100-7012-Y, 2;;15.07.2026;;;;;020.020.4200;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet basaltgrau matt (RAL 7012) 11 mm Länge 250 cm;;;970128111;Dural GmbH;10000;9,54;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 110-7012, 250;;15.07.2026;;;;;020.020.4210;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet basaltgrau matt (RAL 7012) 11 mm;;;970128114;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 110-7012-Y, 2;;15.07.2026;;;;;020.020.4220;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet basaltgrau matt (RAL 7012) 12,5 mm Länge 250 cm;;;970128121;Dural GmbH;10000;10,08;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 125-7012, 250;;15.07.2026;;;;;020.020.4230;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet basaltgrau matt (RAL 7012) 12,5 mm;;;970128124;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 125-7012-Y, 2;;15.07.2026;;;;;020.020.4240;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 6 mm Länge 250 cm;;;970138061;Dural GmbH;10000;10,08;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACS 60-7013, 250;;15.07.2026;;;;;020.020.4250;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil strukturbeschichtet braungrau (RAL 7013) 6 mm;;;970138064;Dural GmbH;10000;9,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACS 60-7013-Y, 2;;15.07.2026;;;;;020.020.4260;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 8 mm Länge 250 cm;;;970138081;Dural GmbH;10000;10,46;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACS 80-7013, 250;;15.07.2026;;;;;020.020.4270;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil strukturbeschichtet braungrau (RAL 7013) 8 mm;;;970138084;Dural GmbH;10000;9,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACS 80-7013-Y, 2;;15.07.2026;;;;;020.020.4280;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 10 mm Länge 250 cm;;;970138101;Dural GmbH;10000;11,02;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACS 100-7013, 250;;15.07.2026;;;;;020.020.4290;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil strukturbeschichtet braungrau (RAL 7013) 10 mm;;;970138104;Dural GmbH;10000;9,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACS 100-7013-Y, 2;;15.07.2026;;;;;020.020.4300;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 11 mm Länge 250 cm;;;970138111;Dural GmbH;10000;11,44;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACS 110-7013, 250;;15.07.2026;;;;;020.020.4310;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil strukturbeschichtet braungrau (RAL 7013) 11 mm;;;970138114;Dural GmbH;10000;9,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACS 110-7013-Y, 2;;15.07.2026;;;;;020.020.4320;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 12,5 mm Länge 250 cm;;;970138121;Dural GmbH;10000;12,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACS 125-7013, 250;;15.07.2026;;;;;020.020.4330;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil strukturbeschichtet braungrau (RAL 7013) 12,5 mm;;;970138124;Dural GmbH;10000;9,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACS 125-7013-Y, 2;;15.07.2026;;;;;020.020.4340;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 6 mm Länge 250 cm;;;970168061;Dural GmbH;10000;8,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 60-7016, 250;;15.07.2026;;;;;020.020.4350;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet anthrazitgrau matt (RAL 7016) 6 mm;;;970168064;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 60-7016-Y, 2;;15.07.2026;;;;;020.020.4360;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 8 mm Länge 250 cm;;;970168081;Dural GmbH;10000;8,72;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 80-7016, 250;;15.07.2026;;;;;020.020.4370;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet anthrazitgrau matt (RAL 7016) 8 mm;;;970168084;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 80-7016-Y, 2;;15.07.2026;;;;;020.020.4380;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 10 mm Länge 250 cm;;;970168101;Dural GmbH;10000;9,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 100-7016, 250;;15.07.2026;;;;;020.020.4390;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet anthrazitgrau matt (RAL 7016) 10 mm;;;970168104;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 100-7016-Y, 2;;15.07.2026;;;;;020.020.4400;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 11 mm Länge 250 cm;;;970168111;Dural GmbH;10000;9,54;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 110-7016, 250;;15.07.2026;;;;;020.020.4410;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet anthrazitgrau matt (RAL 7016) 11 mm;;;970168114;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 110-7016-Y, 2;;15.07.2026;;;;;020.020.4420;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 12,5 mm Länge 250 cm;;;970168121;Dural GmbH;10000;10,08;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 125-7016, 250;;15.07.2026;;;;;020.020.4430;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet anthrazitgrau matt (RAL 7016) 12,5 mm;;;970168124;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 125-7016-Y, 2;;15.07.2026;;;;;020.020.4440;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 6 mm Länge 250 cm;;;970218061;Dural GmbH;10000;8,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 60-7021, 250;;15.07.2026;;;;;020.020.4450;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet schwarzgrau matt (RAL 7021) 6 mm;;;970218064;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 60-7021-Y, 2;;15.07.2026;;;;;020.020.4460;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 8 mm Länge 250 cm;;;970218081;Dural GmbH;10000;8,72;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 80-7021, 250;;15.07.2026;;;;;020.020.4470;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet schwarzgrau matt (RAL 7021) 8 mm;;;970218084;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 80-7021-Y, 2;;15.07.2026;;;;;020.020.4480;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 10 mm Länge 250 cm;;;970218101;Dural GmbH;10000;9,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 100-7021, 250;;15.07.2026;;;;;020.020.4490;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet schwarzgrau matt (RAL 7021) 10 mm;;;970218104;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 100-7021-Y, 2;;15.07.2026;;;;;020.020.4500;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 11 mm Länge 250 cm;;;970218112;Dural GmbH;10000;9,54;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 110-7021, 250;;15.07.2026;;;;;020.020.4510;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet schwarzgrau matt (RAL 7021) 11 mm;;;970218114;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 110-7021-Y, 2;;15.07.2026;;;;;020.020.4520;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 12,5 mm Länge 250 cm;;;970218121;Dural GmbH;10000;10,08;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 125-7021, 250;;15.07.2026;;;;;020.020.4530;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet schwarzgrau matt (RAL 7021) 12,5 mm;;;970218124;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 125-7021-Y, 2;;15.07.2026;;;;;020.020.4540;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 6 mm Länge 250 cm;;;970378061;Dural GmbH;10000;8,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 60-7037, 250;;15.07.2026;;;;;020.020.4550;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet staubgrau matt (RAL 7037) 6 mm;;;970378064;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 60-7037-Y, 2;;15.07.2026;;;;;020.020.4560;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 8 mm Länge 250 cm;;;970378081;Dural GmbH;10000;8,72;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 80-7037, 250;;15.07.2026;;;;;020.020.4570;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet staubgrau matt (RAL 7037) 8 mm;;;970378084;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 80-7037-Y, 2;;15.07.2026;;;;;020.020.4580;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 10 mm Länge 250 cm;;;970378101;Dural GmbH;10000;9,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 100-7037, 250;;15.07.2026;;;;;020.020.4590;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet staubgrau matt (RAL 7037) 10 mm;;;970378104;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 100-7037-Y, 2;;15.07.2026;;;;;020.020.4600;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 11 mm Länge 250 cm;;;970378111;Dural GmbH;10000;9,54;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 110-7037, 250;;15.07.2026;;;;;020.020.4610;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Winkelabschlussprofil pulverbeschichtet staubgrau matt (RAL 7037) 11 mm;;;970378114;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DSACM 110-7037-Y, 2;;15.07.2026;;;;;020.020.4620;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkelabschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 12,5 mm Länge 250 cm;;;970378121;Dural GmbH;10000;10,08;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DSACM 125-7037, 250;;15.07.2026;;;;;020.020.4630;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
