Prosema Artikelnummer,Lieferantenartikelnummer,Hauptgruppe,Untergruppe,PROSEMA Kurztext,PROSEMA Langtext,Kurzbeschreibung,Referenz (Matchcode),GTIN (EAN-Nummer),Artikeltyp,Einheit,Kategorie,Aktiv,Im Verkauf,Steuersatz,Im Shop verfügbar,Im Shop aktiv,Bestand übertragen,Gewichtseinheit,Grundmaterial,Oberfläche,Farbe,Produktfamilie,Rabattcode,Verkaufseinheit,Verpackung,VPE 1,VPE 2,VPE 3,Breite in mm,Länge in cm,Höhe in mm,Bodenleger,Dachdecker,Landschaftsgärtner,Plattenleger,Artikelbeschreibung HTML,Nettogewicht kg,Produkt-ID (Prosema),Varianten-ID (Prosema),Einkaufspreis EUR netto,Lieferanten Firmenname,Lieferantennummer,"Verkaufspreis €, BE",Zolltarifnummer,weclapp Artikel-ID,weclapp Bezugsquelle-ID,weclapp Breite (m),weclapp Einheit-ID,weclapp Erstellt am,weclapp Geändert am,weclapp Kategorie-ID,weclapp Version
020.040.2090,12270138082,Profile,Abschlussprofile Diamond,Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 8 mm Blister 2 Stück,"Die Aussenecke für Diamond-Cut Abschlussprofile bildet einen sauberen Eckabschluss an keramischen Wand- und Bodenbelägen. Das Zubehörteil ist auf Profile mit 45°-Sichtkante abgestimmt und sorgt für eine präzise Fortführung der Profilgeometrie an Innen- bzw. Aussenecken. Technische Merkmale: Material Aluminium, Oberfläche strukturbeschichtet, Farbe braungrau (RAL 7013), Profilhöhe 8 mm, Verpackung Blister 2 Stück. Die Ecke wird zusammen mit dem Profil im Belagsaufbau eingesetzt und ermöglicht einen optisch durchgehenden Kantenabschluss.",Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 8 mm Blister 2 Stück,"DPDACS 80-7013-Y, 2",4018448189115,STORABLE,Stk.,gid://shopify/Product/15986606932298,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,strukturbeschichtet,Braungrau RAL  7013,DURAPLUS DIAMOND,A,Stück,Blister 2 Stück,1,,,,,8,,,,,,"0,012",gid://shopify/Product/15986606932298,gid://shopify/ProductVariant/63185807704394,8.22,DURAL GmbH,10000,3.45,76042990,108127,156210,,3566,05.07.2026 20:08,24.08.2026 17:06,20329,16
020.040.2100,12270138084,Profile,Abschlussprofile Diamond,Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 8 mm Blister 2 Stück,"Die Innenecke für Diamond-Cut Abschlussprofile bildet einen sauberen Eckabschluss an keramischen Wand- und Bodenbelägen. Das Zubehörteil ist auf Profile mit 45°-Sichtkante abgestimmt und sorgt für eine präzise Fortführung der Profilgeometrie an Innen- bzw. Aussenecken. Technische Merkmale: Material Aluminium, Oberfläche strukturbeschichtet, Farbe braungrau (RAL 7013), Profilhöhe 8 mm, Verpackung Blister 2 Stück. Die Ecke wird zusammen mit dem Profil im Belagsaufbau eingesetzt und ermöglicht einen optisch durchgehenden Kantenabschluss.",Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 8 mm Blister 2 Stück,"DPDACS 80-7013-YI, 2",4018448189146,STORABLE,Stk.,gid://shopify/Product/15986607391050,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,strukturbeschichtet,Braungrau RAL  7013,DURAPLUS DIAMOND,A,Stück,Blister 2 Stück,1,,,,,8,,,,,,"0,012",gid://shopify/Product/15986607391050,gid://shopify/ProductVariant/63185832739146,8.22,DURAL GmbH,10000,3.45,76042990,108128,156214,,3566,05.07.2026 20:08,24.08.2026 17:07,20329,16
020.040.2110,12270138101,Profile,Abschlussprofile Diamond,Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 10 mm Länge 250 cm für Wand- und Bodenbeläge,"Das Diamond-Cut Abschlussprofil aus Aluminium dient dem sauberen Abschluss keramischer Wand- und Bodenbeläge. Die 45°-Sichtkante bildet eine klare, dekorative Abschlusslinie und schützt freiliegende Belagskanten vor mechanischer Beanspruchung. Technische Merkmale: Material Aluminium, Oberfläche strukturbeschichtet, Farbe braungrau (RAL 7013), Profilhöhe 10 mm, Länge 250 cm. Das Profil wird passend zur Belagsstärke in das Kleberbett eingebettet und eignet sich für präzise Kantenabschlüsse im Innenbereich.",Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 10 mm Länge 250 cm für Wand- und Bodenbeläge,"DPDACS 100-7013, 250",4018448189092,STORABLE,lfm,gid://shopify/Product/15986607915338,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Aluminium,strukturbeschichtet,Braungrau RAL  7013,DURAPLUS DIAMOND,A,lfm,,10,40,,,250,10,,,,,,"0,164",gid://shopify/Product/15986607915338,gid://shopify/ProductVariant/63185857806666,19.78,DURAL GmbH,10000,8.27,76042990,108129,156218,,4259,05.07.2026 20:08,24.08.2026 17:06,20329,16
020.040.2120,12270138102,Profile,Abschlussprofile Diamond,Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 10 mm Blister 2 Stück,"Die Aussenecke für Diamond-Cut Abschlussprofile bildet einen sauberen Eckabschluss an keramischen Wand- und Bodenbelägen. Das Zubehörteil ist auf Profile mit 45°-Sichtkante abgestimmt und sorgt für eine präzise Fortführung der Profilgeometrie an Innen- bzw. Aussenecken. Technische Merkmale: Material Aluminium, Oberfläche strukturbeschichtet, Farbe braungrau (RAL 7013), Profilhöhe 10 mm, Verpackung Blister 2 Stück. Die Ecke wird zusammen mit dem Profil im Belagsaufbau eingesetzt und ermöglicht einen optisch durchgehenden Kantenabschluss.",Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 10 mm Blister 2 Stück,"DPDACS 100-7013-Y, 2",4018448189122,STORABLE,Stk.,gid://shopify/Product/15986608341322,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,strukturbeschichtet,Braungrau RAL  7013,DURAPLUS DIAMOND,A,Stück,Blister 2 Stück,1,,,,,10,,,,,,"0,012",gid://shopify/Product/15986608341322,gid://shopify/ProductVariant/63185883234634,8.22,DURAL GmbH,10000,3.45,76042990,108130,156222,,3566,05.07.2026 20:08,24.08.2026 17:07,20329,16
020.040.2130,12270138104,Profile,Abschlussprofile Diamond,Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 10 mm Blister 2 Stück,"Die Innenecke für Diamond-Cut Abschlussprofile bildet einen sauberen Eckabschluss an keramischen Wand- und Bodenbelägen. Das Zubehörteil ist auf Profile mit 45°-Sichtkante abgestimmt und sorgt für eine präzise Fortführung der Profilgeometrie an Innen- bzw. Aussenecken. Technische Merkmale: Material Aluminium, Oberfläche strukturbeschichtet, Farbe braungrau (RAL 7013), Profilhöhe 10 mm, Verpackung Blister 2 Stück. Die Ecke wird zusammen mit dem Profil im Belagsaufbau eingesetzt und ermöglicht einen optisch durchgehenden Kantenabschluss.",Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 10 mm Blister 2 Stück,"DPDACS 100-7013-YI, 2",4018448189153,STORABLE,Stk.,gid://shopify/Product/15986608767306,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,strukturbeschichtet,Braungrau RAL  7013,DURAPLUS DIAMOND,A,Stück,Blister 2 Stück,1,,,,,10,,,,,,"0,012",gid://shopify/Product/15986608767306,gid://shopify/ProductVariant/63185908138314,8.22,DURAL GmbH,10000,3.45,76042990,108131,156226,,3566,05.07.2026 20:08,24.08.2026 17:07,20329,16
020.040.2140,12270138111,Profile,Abschlussprofile Diamond,Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 11 mm Länge 250 cm für Wand- und Bodenbeläge,"Das Diamond-Cut Abschlussprofil aus Aluminium dient dem sauberen Abschluss keramischer Wand- und Bodenbeläge. Die 45°-Sichtkante bildet eine klare, dekorative Abschlusslinie und schützt freiliegende Belagskanten vor mechanischer Beanspruchung. Technische Merkmale: Material Aluminium, Oberfläche strukturbeschichtet, Farbe braungrau (RAL 7013), Profilhöhe 11 mm, Länge 250 cm. Das Profil wird passend zur Belagsstärke in das Kleberbett eingebettet und eignet sich für präzise Kantenabschlüsse im Innenbereich.",Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 11 mm Länge 250 cm für Wand- und Bodenbeläge,"DPDACS 110-7013, 250",4018448189108,STORABLE,lfm,gid://shopify/Product/15986609193290,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Aluminium,strukturbeschichtet,Braungrau RAL  7013,DURAPLUS DIAMOND,A,lfm,,10,40,,,250,11,,,,,,"0,177",gid://shopify/Product/15986609193290,gid://shopify/ProductVariant/63185933107530,20.98,DURAL GmbH,10000,8.77,76042990,108132,156230,,4259,05.07.2026 20:08,24.08.2026 17:07,20329,16
020.040.2150,12270138112,Profile,Abschlussprofile Diamond,Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 11 mm Blister 2 Stück,"Die Aussenecke für Diamond-Cut Abschlussprofile bildet einen sauberen Eckabschluss an keramischen Wand- und Bodenbelägen. Das Zubehörteil ist auf Profile mit 45°-Sichtkante abgestimmt und sorgt für eine präzise Fortführung der Profilgeometrie an Innen- bzw. Aussenecken. Technische Merkmale: Material Aluminium, Oberfläche strukturbeschichtet, Farbe braungrau (RAL 7013), Profilhöhe 11 mm, Verpackung Blister 2 Stück. Die Ecke wird zusammen mit dem Profil im Belagsaufbau eingesetzt und ermöglicht einen optisch durchgehenden Kantenabschluss.",Aussenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 11 mm Blister 2 Stück,"DPDACS 110-7013-Y, 2",4018448189139,STORABLE,Stk.,gid://shopify/Product/15986609717578,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,strukturbeschichtet,Braungrau RAL  7013,DURAPLUS DIAMOND,A,Stück,Blister 2 Stück,1,,,,,11,,,,,,"0,012",gid://shopify/Product/15986609717578,gid://shopify/ProductVariant/63185958568266,8.22,DURAL GmbH,10000,3.45,76042990,108133,156234,,3566,05.07.2026 20:08,24.08.2026 17:07,20329,16
020.040.2160,12270138114,Profile,Abschlussprofile Diamond,Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 11 mm Blister 2 Stück,"Die Innenecke für Diamond-Cut Abschlussprofile bildet einen sauberen Eckabschluss an keramischen Wand- und Bodenbelägen. Das Zubehörteil ist auf Profile mit 45°-Sichtkante abgestimmt und sorgt für eine präzise Fortführung der Profilgeometrie an Innen- bzw. Aussenecken. Technische Merkmale: Material Aluminium, Oberfläche strukturbeschichtet, Farbe braungrau (RAL 7013), Profilhöhe 11 mm, Verpackung Blister 2 Stück. Die Ecke wird zusammen mit dem Profil im Belagsaufbau eingesetzt und ermöglicht einen optisch durchgehenden Kantenabschluss.",Innenecke für Diamond-Cut Abschlussprofil Aluminium strukturbeschichtet braungrau (RAL 7013) 11 mm Blister 2 Stück,"DPDACS 110-7013-YI, 2",4018448189160,STORABLE,Stk.,gid://shopify/Product/15986610143562,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,strukturbeschichtet,Braungrau RAL  7013,DURAPLUS DIAMOND,A,Stück,Blister 2 Stück,1,,,,,11,,,,,,"0,012",gid://shopify/Product/15986610143562,gid://shopify/ProductVariant/63185983504714,8.22,DURAL GmbH,10000,3.45,76042990,108134,156238,,3566,05.07.2026 20:08,24.08.2026 17:07,20329,16
020.040.2170,12270168081,Profile,Abschlussprofile Diamond,Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 8 mm Länge 250 cm für Wand- und Bodenbeläge,"Das Diamond-Cut Abschlussprofil aus Aluminium dient dem sauberen Abschluss keramischer Wand- und Bodenbeläge. Die 45°-Sichtkante bildet eine klare, dekorative Abschlusslinie und schützt freiliegende Belagskanten vor mechanischer Beanspruchung. Technische Merkmale: Material Aluminium, Oberfläche pulverbeschichtet, Farbe anthrazitgrau matt (RAL 7016), Profilhöhe 8 mm, Länge 250 cm. Das Profil wird passend zur Belagsstärke in das Kleberbett eingebettet und eignet sich für präzise Kantenabschlüsse im Innenbereich.",Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 8 mm Länge 250 cm für Wand- und Bodenbeläge,"DPDACM 80-7016, 250",4018448189832,STORABLE,lfm,gid://shopify/Product/15986610536778,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Aluminium,pulverbeschichtet,Anthrazitgrau matt RAL  7016,DURAPLUS DIAMOND,A,lfm,,10,40,,,250,8,,,,,,"0,145",gid://shopify/Product/15986610536778,gid://shopify/ProductVariant/63186008408394,14.28,DURAL GmbH,10000,5.97,76042990,108135,156242,,4259,05.07.2026 20:08,24.08.2026 17:07,20329,16
020.040.2180,12270168082,Profile,Abschlussprofile Diamond,Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 8 mm Blister 2 Stück,"Die Aussenecke für Diamond-Cut Abschlussprofile bildet einen sauberen Eckabschluss an keramischen Wand- und Bodenbelägen. Das Zubehörteil ist auf Profile mit 45°-Sichtkante abgestimmt und sorgt für eine präzise Fortführung der Profilgeometrie an Innen- bzw. Aussenecken. Technische Merkmale: Material Aluminium, Oberfläche pulverbeschichtet, Farbe anthrazitgrau matt (RAL 7016), Profilhöhe 8 mm, Verpackung Blister 2 Stück. Die Ecke wird zusammen mit dem Profil im Belagsaufbau eingesetzt und ermöglicht einen optisch durchgehenden Kantenabschluss.",Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 8 mm Blister 2 Stück,"DPDACM 80-7016-Y, 2",4018448188477,STORABLE,Stk.,gid://shopify/Product/15986610929994,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Anthrazitgrau matt RAL  7016,DURAPLUS DIAMOND,A,Stück,Blister 2 Stück,1,,,,,8,,,,,,"0,012",gid://shopify/Product/15986610929994,gid://shopify/ProductVariant/63186009030986,7.2,DURAL GmbH,10000,3.01,76042990,108136,156246,,3566,05.07.2026 20:08,24.08.2026 17:07,20329,16
020.040.2190,12270168084,Profile,Abschlussprofile Diamond,Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 8 mm Blister 2 Stück,"Die Innenecke für Diamond-Cut Abschlussprofile bildet einen sauberen Eckabschluss an keramischen Wand- und Bodenbelägen. Das Zubehörteil ist auf Profile mit 45°-Sichtkante abgestimmt und sorgt für eine präzise Fortführung der Profilgeometrie an Innen- bzw. Aussenecken. Technische Merkmale: Material Aluminium, Oberfläche pulverbeschichtet, Farbe anthrazitgrau matt (RAL 7016), Profilhöhe 8 mm, Verpackung Blister 2 Stück. Die Ecke wird zusammen mit dem Profil im Belagsaufbau eingesetzt und ermöglicht einen optisch durchgehenden Kantenabschluss.",Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 8 mm Blister 2 Stück,"DPDACM 80-7016-YI, 2",4018448188507,STORABLE,Stk.,gid://shopify/Product/15986611257674,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Anthrazitgrau matt RAL  7016,DURAPLUS DIAMOND,A,Stück,Blister 2 Stück,1,,,,,8,,,,,,"0,012",gid://shopify/Product/15986611257674,gid://shopify/ProductVariant/63186009522506,7.2,DURAL GmbH,10000,3.01,76042990,108137,156250,,3566,05.07.2026 20:08,24.08.2026 17:07,20329,16
020.040.2200,12270168101,Profile,Abschlussprofile Diamond,Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 10 mm Länge 250 cm für Wand- und Bodenbeläge,"Das Diamond-Cut Abschlussprofil aus Aluminium dient dem sauberen Abschluss keramischer Wand- und Bodenbeläge. Die 45°-Sichtkante bildet eine klare, dekorative Abschlusslinie und schützt freiliegende Belagskanten vor mechanischer Beanspruchung. Technische Merkmale: Material Aluminium, Oberfläche pulverbeschichtet, Farbe anthrazitgrau matt (RAL 7016), Profilhöhe 10 mm, Länge 250 cm. Das Profil wird passend zur Belagsstärke in das Kleberbett eingebettet und eignet sich für präzise Kantenabschlüsse im Innenbereich.",Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 10 mm Länge 250 cm für Wand- und Bodenbeläge,"DPDACM 100-7016, 250",4018448189849,STORABLE,lfm,gid://shopify/Product/15986611585354,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Aluminium,pulverbeschichtet,Anthrazitgrau matt RAL  7016,DURAPLUS DIAMOND,A,lfm,,10,40,,,250,10,,,,,,"0,164",gid://shopify/Product/15986611585354,gid://shopify/ProductVariant/63186010112330,15.88,DURAL GmbH,10000,6.64,76042990,108138,156254,,4259,05.07.2026 20:08,24.08.2026 17:07,20329,16
020.040.2210,12270168102,Profile,Abschlussprofile Diamond,Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 10 mm Blister 2 Stück,"Die Aussenecke für Diamond-Cut Abschlussprofile bildet einen sauberen Eckabschluss an keramischen Wand- und Bodenbelägen. Das Zubehörteil ist auf Profile mit 45°-Sichtkante abgestimmt und sorgt für eine präzise Fortführung der Profilgeometrie an Innen- bzw. Aussenecken. Technische Merkmale: Material Aluminium, Oberfläche pulverbeschichtet, Farbe anthrazitgrau matt (RAL 7016), Profilhöhe 10 mm, Verpackung Blister 2 Stück. Die Ecke wird zusammen mit dem Profil im Belagsaufbau eingesetzt und ermöglicht einen optisch durchgehenden Kantenabschluss.",Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 10 mm Blister 2 Stück,"DPDACM 100-7016-Y, 2",4018448188484,STORABLE,Stk.,gid://shopify/Product/15986612142410,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Anthrazitgrau matt RAL  7016,DURAPLUS DIAMOND,A,Stück,Blister 2 Stück,1,,,,,10,,,,,,"0,012",gid://shopify/Product/15986612142410,gid://shopify/ProductVariant/63186015420746,7.2,DURAL GmbH,10000,3.01,76042990,108139,156258,,3566,05.07.2026 20:08,24.08.2026 17:07,20329,16
020.040.2220,12270168104,Profile,Abschlussprofile Diamond,Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 10 mm Blister 2 Stück,"Die Innenecke für Diamond-Cut Abschlussprofile bildet einen sauberen Eckabschluss an keramischen Wand- und Bodenbelägen. Das Zubehörteil ist auf Profile mit 45°-Sichtkante abgestimmt und sorgt für eine präzise Fortführung der Profilgeometrie an Innen- bzw. Aussenecken. Technische Merkmale: Material Aluminium, Oberfläche pulverbeschichtet, Farbe anthrazitgrau matt (RAL 7016), Profilhöhe 10 mm, Verpackung Blister 2 Stück. Die Ecke wird zusammen mit dem Profil im Belagsaufbau eingesetzt und ermöglicht einen optisch durchgehenden Kantenabschluss.",Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 10 mm Blister 2 Stück,"DPDACM 100-7016-YI, 2",4018448188514,STORABLE,Stk.,gid://shopify/Product/15986612535626,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Anthrazitgrau matt RAL  7016,DURAPLUS DIAMOND,A,Stück,Blister 2 Stück,1,,,,,10,,,,,,"0,012",gid://shopify/Product/15986612535626,gid://shopify/ProductVariant/63186016698698,7.2,DURAL GmbH,10000,3.01,76042990,108140,156262,,3566,05.07.2026 20:08,24.08.2026 17:07,20329,16
020.040.2230,12270168111,Profile,Abschlussprofile Diamond,Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 11 mm Länge 250 cm für Wand- und Bodenbeläge,"Das Diamond-Cut Abschlussprofil aus Aluminium dient dem sauberen Abschluss keramischer Wand- und Bodenbeläge. Die 45°-Sichtkante bildet eine klare, dekorative Abschlusslinie und schützt freiliegende Belagskanten vor mechanischer Beanspruchung. Technische Merkmale: Material Aluminium, Oberfläche pulverbeschichtet, Farbe anthrazitgrau matt (RAL 7016), Profilhöhe 11 mm, Länge 250 cm. Das Profil wird passend zur Belagsstärke in das Kleberbett eingebettet und eignet sich für präzise Kantenabschlüsse im Innenbereich.",Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 11 mm Länge 250 cm für Wand- und Bodenbeläge,"DPDACM 110-7016, 250",4018448189856,STORABLE,lfm,gid://shopify/Product/15986612896074,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Aluminium,pulverbeschichtet,Anthrazitgrau matt RAL  7016,DURAPLUS DIAMOND,A,lfm,,10,40,,,250,11,,,,,,"0,177",gid://shopify/Product/15986612896074,gid://shopify/ProductVariant/63186025349450,16.78,DURAL GmbH,10000,7.02,76042990,108141,156266,,4259,05.07.2026 20:08,24.08.2026 17:07,20329,16
020.040.2240,12270168112,Profile,Abschlussprofile Diamond,Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 11 mm Blister 2 Stück,"Die Aussenecke für Diamond-Cut Abschlussprofile bildet einen sauberen Eckabschluss an keramischen Wand- und Bodenbelägen. Das Zubehörteil ist auf Profile mit 45°-Sichtkante abgestimmt und sorgt für eine präzise Fortführung der Profilgeometrie an Innen- bzw. Aussenecken. Technische Merkmale: Material Aluminium, Oberfläche pulverbeschichtet, Farbe anthrazitgrau matt (RAL 7016), Profilhöhe 11 mm, Verpackung Blister 2 Stück. Die Ecke wird zusammen mit dem Profil im Belagsaufbau eingesetzt und ermöglicht einen optisch durchgehenden Kantenabschluss.",Aussenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 11 mm Blister 2 Stück,"DPDACM 110-7016-Y, 2",4018448188491,STORABLE,Stk.,gid://shopify/Product/15986613354826,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Anthrazitgrau matt RAL  7016,DURAPLUS DIAMOND,A,Stück,Blister 2 Stück,1,,,,,11,,,,,,"0,012",gid://shopify/Product/15986613354826,gid://shopify/ProductVariant/63186050187594,7.2,DURAL GmbH,10000,3.01,76042990,108142,156270,,3566,05.07.2026 20:08,24.08.2026 17:07,20329,16
020.040.2250,12270168114,Profile,Abschlussprofile Diamond,Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 11 mm Blister 2 Stück,"Die Innenecke für Diamond-Cut Abschlussprofile bildet einen sauberen Eckabschluss an keramischen Wand- und Bodenbelägen. Das Zubehörteil ist auf Profile mit 45°-Sichtkante abgestimmt und sorgt für eine präzise Fortführung der Profilgeometrie an Innen- bzw. Aussenecken. Technische Merkmale: Material Aluminium, Oberfläche pulverbeschichtet, Farbe anthrazitgrau matt (RAL 7016), Profilhöhe 11 mm, Verpackung Blister 2 Stück. Die Ecke wird zusammen mit dem Profil im Belagsaufbau eingesetzt und ermöglicht einen optisch durchgehenden Kantenabschluss.",Innenecke für Diamond-Cut Abschlussprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 11 mm Blister 2 Stück,"DPDACM 110-7016-YI, 2",4018448188521,STORABLE,Stk.,gid://shopify/Product/15986613813578,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Anthrazitgrau matt RAL  7016,DURAPLUS DIAMOND,A,Stück,Blister 2 Stück,1,,,,,11,,,,,,"0,012",gid://shopify/Product/15986613813578,gid://shopify/ProductVariant/63186075255114,7.2,DURAL GmbH,10000,3.01,76042990,108143,156274,,3566,05.07.2026 20:08,24.08.2026 17:07,20329,16
