Prosema Artikelnummer,Kategorie,Lieferanten Firmenname,Artikelnr.,Beschreibung,PROSEMA Kurztext,PROSEMA Langtext,SEO Meta Title,SEO Meta Description,Fokus-Keyword,Shopify Tags,Datenstatus,Referenz (Matchcode),Hauptgruppe,Untergruppe,Produktfamilie,Grundmaterial,Oberfläche,Farbe,Breite mm,Länge cm,Höhe mm,Basiseinheitencode,Nettogewicht kg,Verpackung,GTIN (EAN-Nummer),Zolltarifnummer,Einkaufspreis EUR netto,"Verkaufspreis €, BE",Einkaufspreis Prosema,Verkaufspreis,Verkaufspreis o. Verkn.,Verkaufseinheit,Rabattkategorie_Lieferant,VPE 1,VPE 2,VPE 3,Lieferantennummer,Produktfoto 1
050.010.0740,,Dural GmbH,915100202,BOAC 10015-X ALU HELLELFENBEIN 1 STK,Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 100 mm,"Aussenecke für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 100 mm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.",Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 100 mm | PROSEMA,Aussenecke für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil Zubehör,"Aussenecke, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 100 mm",PPDS 2.0 geprüft,BOAC 10015-X,Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,,,100,Stk.,,"Beutel, 1 Stück",4018448177402,76042990,,27.5,,,,"€, Stück",A,10,50,,10000,
050.010.0750,,Dural GmbH,915100203,BOAC 10015-XI ALU HELLELFENBEIN 1 STK,Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 100 mm,"Aussenecke für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 100 mm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.",Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 100 mm | PROSEMA,Aussenecke für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil Zubehör,"Aussenecke, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 100 mm",PPDS 2.0 geprüft,BOAC 10015-XI,Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,,,100,Stk.,,"Beutel, 1 Stück",4018448177419,76042990,,27.5,,,,"€, Stück",A,10,50,,10000,
050.010.0760,,Dural GmbH,915120201,BOAC 12015-XC ALU HELLELFENBEIN 1 ST,Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 120 mm,"Aussenecke für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 120 mm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.",Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 120 mm | PROSEMA,Aussenecke für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil Zubehör,"Aussenecke, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 120 mm",PPDS 2.0 geprüft,BOAC 12015-XC,Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,,,120,Stk.,,"Beutel, 1 Stück",4018448177433,76042990,,30.64,,,,"€, Stück",A,10,50,,10000,"https:, images.onetimepim.com, acc-90, images, dural_durabal-bo_xc_light-ivory.jpg?v=2"
050.010.0770,,Dural GmbH,915120202,BOAC 12015-X ALU HELLELFENBEIN 1 STK,Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 120 mm,"Aussenecke für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 120 mm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.",Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 120 mm | PROSEMA,Aussenecke für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil Zubehör,"Aussenecke, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 120 mm",PPDS 2.0 geprüft,BOAC 12015-X,Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,,,120,Stk.,,"Beutel, 1 Stück",4018448177440,76042990,,30.64,,,,"€, Stück",A,10,50,,10000,
050.010.0780,,Dural GmbH,915120203,BOAC 12015-XI ALU HELLELFENBEIN 1 STK,Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 120 mm,"Aussenecke für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 120 mm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.",Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 120 mm | PROSEMA,Aussenecke für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil Zubehör,"Aussenecke, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 120 mm",PPDS 2.0 geprüft,BOAC 12015-XI,Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,,,120,Stk.,,"Beutel, 1 Stück",4018448177457,76042990,,30.64,,,,"€, Stück",A,10,50,,10000,"https:, images.onetimepim.com, acc-90, images, dural_durabal-bo_xi_light-ivory.jpg?v=2"
050.010.0790,,Dural GmbH,915210020,BOAC 10015 ALU HELLELFENBEIN 300 CM,"Verbinder für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Breite 80 mm, Höhe 100 mm, Länge 300 cm","Verbinder für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Breite 80 mm, Höhe 100 mm, Länge 300 cm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.","Verbinder für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Breite 80 mm, Höhe 100 mm, L...",Verbinder für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil,"Verbinder, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Breite 80 mm, Höhe 100 mm, Länge 300 cm",PPDS 2.0 geprüft,"BOAC 10015, 300",Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,80,300,100,lfm,,"Karton, 5 Stück (einzeln eingeschweißt)",4018448177389,76042990,,50.04,,,,"€, lfm",A,5,40,,10000,"https:, images.onetimepim.com, acc-90, images, dural_durabal-bo_light-ivory_2.jpg?v=2"
050.010.0800,,Dural GmbH,915212020,BOAC 12015 ALU HELLELFENBEIN 300 CM,"Verbinder für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Breite 80 mm, Höhe 120 mm, Länge 300 cm","Verbinder für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Breite 80 mm, Höhe 120 mm, Länge 300 cm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.","Verbinder für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Breite 80 mm, Höhe 120 mm, L...",Verbinder für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil,"Verbinder, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Breite 80 mm, Höhe 120 mm, Länge 300 cm",PPDS 2.0 geprüft,"BOAC 12015, 300",Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,80,300,120,lfm,,"Karton, 5 Stück (einzeln eingeschweißt)",4018448177426,76042990,,55.94,,,,"€, lfm",A,5,40,,10000,"https:, images.onetimepim.com, acc-90, images, dural_durabal-bo_light-ivory_2.jpg?v=2"
050.010.0810,,Dural GmbH,91524020,BOAC 4015 ALU HELLELFENBEIN 300 CM,"Verbinder für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Breite 80 mm, Höhe 40 mm, Länge 300 cm","Verbinder für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Breite 80 mm, Höhe 40 mm, Länge 300 cm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.","Verbinder für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Breite 80 mm, Höhe 40 mm, Lä...",Verbinder für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil,"Verbinder, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Breite 80 mm, Höhe 40 mm, Länge 300 cm",PPDS 2.0 geprüft,"BOAC 4015, 300",Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,80,300,40,lfm,,"Karton, 5 Stück (einzeln eingeschweißt)",4018448177259,76042990,,29.96,,,,"€, lfm",A,5,40,,10000,"https:, images.onetimepim.com, acc-90, images, dural_durabal-bo_light-ivory_1.jpg?v=2"
050.010.0820,,Dural GmbH,91526020,BOAC 6015 ALU HELLELFENBEIN 300 CM,"Verbinder für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Breite 80 mm, Höhe 60 mm, Länge 300 cm","Verbinder für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Breite 80 mm, Höhe 60 mm, Länge 300 cm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.","Verbinder für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Breite 80 mm, Höhe 60 mm, Lä...",Verbinder für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil,"Verbinder, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Breite 80 mm, Höhe 60 mm, Länge 300 cm",PPDS 2.0 geprüft,"BOAC 6015, 300",Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,80,300,60,lfm,,"Karton, 5 Stück (einzeln eingeschweißt)",4018448177297,76042990,,35.7,,,,"€, lfm",A,5,40,,10000,"https:, images.onetimepim.com, acc-90, images, dural_durabal-bo_light-ivory_1.jpg?v=2"
050.010.0830,,Dural GmbH,91528020,BOAC 8015 ALU HELLELFENBEIN 300 CM,"Verbinder für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Breite 80 mm, Höhe 80 mm, Länge 300 cm","Verbinder für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Breite 80 mm, Höhe 80 mm, Länge 300 cm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.","Verbinder für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Breite 80 mm, Höhe 80 mm, Lä...",Verbinder für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil,"Verbinder, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Breite 80 mm, Höhe 80 mm, Länge 300 cm",PPDS 2.0 geprüft,"BOAC 8015, 300",Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,80,300,80,lfm,,"Karton, 5 Stück (einzeln eingeschweißt)",4018448177341,76042990,,41.14,,,,"€, lfm",A,5,40,,10000,"https:, images.onetimepim.com, acc-90, images, dural_durabal-bo_light-ivory_2.jpg?v=2"
050.010.0840,,Dural GmbH,91540201,BOAC 4015-XC ALU HELLELFENBEIN 1 ST,Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 40 mm,"Aussenecke für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 40 mm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.",Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 40 mm | PROSEMA,Aussenecke für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil Zubehör,"Aussenecke, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 40 mm",PPDS 2.0 geprüft,BOAC 4015-XC,Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,,,40,Stk.,,"Beutel, 1 Stück",4018448177266,76042990,,20.46,,,,"€, Stück",A,10,50,,10000,"https:, images.onetimepim.com, acc-90, images, dural_durabal-bo_xc_light-ivory.jpg?v=2"
050.010.0850,,Dural GmbH,91540202,BOAC 4015-X ALU HELLELFENBEIN 1 ST,Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 40 mm,"Aussenecke für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 40 mm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.",Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 40 mm | PROSEMA,Aussenecke für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil Zubehör,"Aussenecke, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 40 mm",PPDS 2.0 geprüft,BOAC 4015-X,Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,,,40,Stk.,,"Beutel, 1 Stück",4018448177273,76042990,,20.46,,,,"€, Stück",A,10,50,,10000,
050.010.0860,,Dural GmbH,91540203,BOAC 4015-XI ALU HELLELFENBEIN 1 ST,Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 40 mm,"Aussenecke für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 40 mm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.",Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 40 mm | PROSEMA,Aussenecke für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil Zubehör,"Aussenecke, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 40 mm",PPDS 2.0 geprüft,BOAC 4015-XI,Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,,,40,Stk.,,"Beutel, 1 Stück",4018448177280,76042990,,20.46,,,,"€, Stück",A,10,50,,10000,"https:, images.onetimepim.com, acc-90, images, dural_durabal-bo_xi_light-ivory.jpg?v=2"
050.010.0870,,Dural GmbH,91560201,BOAC 6015-XC ALU HELLELFENBEIN 1 ST,Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 60 mm,"Aussenecke für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 60 mm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.",Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 60 mm | PROSEMA,Aussenecke für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil Zubehör,"Aussenecke, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 60 mm",PPDS 2.0 geprüft,BOAC 6015-XC,Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,,,60,Stk.,,"Beutel, 1 Stück",4018448177310,76042990,,22.38,,,,"€, Stück",A,10,50,,10000,"https:, images.onetimepim.com, acc-90, images, dural_durabal-bo_xc_light-ivory.jpg?v=2"
050.010.0880,,Dural GmbH,91560202,BOAC 6015-X ALU HELLELFENBEIN 1 ST,Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 60 mm,"Aussenecke für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 60 mm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.",Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 60 mm | PROSEMA,Aussenecke für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil Zubehör,"Aussenecke, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 60 mm",PPDS 2.0 geprüft,BOAC 6015-X,Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,,,60,Stk.,,"Beutel, 1 Stück",4018448177327,76042990,,22.38,,,,"€, Stück",A,10,50,,10000,
050.010.0890,,Dural GmbH,91560203,BOAC 6015-XI ALU HELLELFENBEIN 1 STK,Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 60 mm,"Aussenecke für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 60 mm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.",Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 60 mm | PROSEMA,Aussenecke für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil Zubehör,"Aussenecke, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 60 mm",PPDS 2.0 geprüft,BOAC 6015-XI,Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,,,60,Stk.,,"Beutel, 1 Stück",4018448177334,76042990,,22.38,,,,"€, Stück",A,10,50,,10000,"https:, images.onetimepim.com, acc-90, images, dural_durabal-bo_xi_light-ivory.jpg?v=2"
050.010.0900,,Dural GmbH,91580201,BOAC 8015-XC ALU HELLELFENBEIN 1 ST,Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 80 mm,"Aussenecke für Balkonabschlussprofil im Aussenbereich. Das Bauteil dient der sauberen Ausbildung von Kanten, Abschlüssen oder Anschlüssen an Balkon- und Terrassenbelägen. Technische Ausführung: Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 80 mm. Die Ausführung wird passend zum zugehörigen Profil eingesetzt und unterstützt einen konstruktiv sauberen, witterungsbeständigen Belagsabschluss.",Aussenecke für Balkonabschlussprofil Aluminium pulverbeschichtet hellelfenbein (RAL 1015) Höhe 80 mm | PROSEMA,Aussenecke für Balkonabschlussprofil im Aussenbereich.,Balkonabschlussprofil Zubehör,"Aussenecke, Balkonabschlussprofil, Balkon, Terrasse, Aluminium, pulverbeschichtet, hellelfenbein (RAL 1015), Höhe 80 mm",PPDS 2.0 geprüft,BOAC 8015-XC,Balkon und Terrasse,Balkonwinkelprofile,DURABAL BO,Aluminium,[pulverbeschichtet],Hellelfenbein RAL  1015,,,80,Stk.,,"Beutel, 1 Stück",4018448177358,76042990,,24.42,,,,"€, Stück",A,10,50,,10000,"https:, images.onetimepim.com, acc-90, images, dural_durabal-bo_xc_light-ivory.jpg?v=2"
